Job Title,Company,Location,Experience,Posted,Description,Skills
Research Associate,HTF Market Intelligence Consulting,Pune,1-4 Yrs,3+ weeks ago,. Should have the sound aptitude and a good logical approachExperience required from th...,"python, data analysis, sas, stata, spss, research analysis, market research, analysis"
Policy Research Associate,Swasti Associates,Gurugram,0-2 Yrs,3+ weeks ago,Swasti Associates is looking for Policy Research Associate to join our dynamic team and...,"project management, data analysis, data interpretation, professor activities, spss, research analysis, teaching, analysis"
Varicent Developer,Aliqan Services,Bengaluru,5-6 Yrs,3+ weeks ago,"Candidate Qualifications: . A Bachelors degree in Information Technology, MIS, or Compu...","Computer science, Performance tuning, MS SQL, Business analysis, MIS, Debugging, Javascript, Agile"
MIS - CO-ORDINATOR,Muthoot Finance,Bengaluru,0-2 Yrs,3+ weeks ago,Presentation in Dashboard and Tableau as per the requirement of the management . . Co-...,"MIS reporting, tableau, Corporate, Advanced Excel, Management, Operations, MIS Coordinator, Reporting"
Associate BD,Streamsource Services,Bengaluru,2-7 Yrs,3+ weeks ago,"The Associate BD is responsible for overseeing and managing key aspects of the role, in...","ERP, MS Data management, Succession Planning, MIS, Reports, Talent Management, Human Resources, Stakeholders"
Associate,CA Monk,Mumbai,1-6 Yrs,3+ weeks ago,General Ledger Entries: Accurately pass general ledger entries and ensure all financ...,"Process automation, management information system, Financial statements, Financial reporting, Financial analysis, Bfsi, Process improvement, Finance"
Research Executive,Innovative Research Services Iserve,Mumbai,0-1 Yrs,3+ weeks ago,Innovative Research Services is looking for Research Executive to join our dynamic team...,"project management, data analysis, report generation, market research, literature review, data collection, research projects, research"
MCCL Research Associate,Premas Biotech,Manesar,1-3 Yrs,3+ weeks ago,data presentation and report preparation. To maintain various mammalian cell lines base...,"report preparation, analysis, lab, mammalian cell culture, research, pcr, Reporting, Cell"
Research Associate,Stellar Market Research,Pune,0-2 Yrs,3+ weeks ago,Stellar Market Research Pvt Ltd is looking for Research Associate to join our dynamic t...,"project management, data analysis, data interpretation, professor activities, spss, research analysis, teaching, market research"
Reporting Specialist,Brunel,Bengaluru,5-9 Yrs,3+ weeks ago,This position is based out in Bangalore. . Education: Post Graduation in cost accountin...,"Management accounting, Financial analysis, CMA, Process improvement, ICWA, Strategic planning, Account management, Budgeting"
MIS & Automation Lead,Liberty Mutual,Mumbai,10-12 Yrs,3+ weeks ago,". Bachelors Degree in relevant field . Should be able to create Power BI dashboards, KP...","Data analysis, Automation, Claims, MIS, SSRS, Equity, power bi, Stored procedures"
Mis IT specialist,Z2plus Placement & Security Agency Pvt. Ltd.,West Tripura,0-5 Yrs,3+ weeks ago,Experience In MIS Of Sw . We are looking for 5 MIS Posts in Tripura with deep knowledge...,"Report generation, MIS, Monitoring, Generation, Reporting"
Research Associate,Abdul Latif Jameel Poverty Action Lab,Guwahati,1-5 Yrs,2 weeks ago,. J-PAL South Asia at the Institute for Financial Management and Research The position ...,"data analysis, stata, collection management, sociology, analysis, data collection, research, research projects"
Research Associate - Remote Tutoring: Ganita Ganaka,Abdul Latif Jameel Poverty Action Lab,Bengaluru,1-6 Yrs,2 weeks ago,J-PAL South Asia at the Institute for Financial Management and Research seeks qualified...,"data analysis, software, stata, scale up, social science, academic research, data collection, research"
Research Associate - Boosting Immunization Demand,Abdul Latif Jameel Poverty Action Lab,Pune,1-5 Yrs,2 weeks ago,J-PAL South Asia at the Institute for Financial Management and Research seeks qualified...,"data analysis, software, stata, networking, academic research, social science, data collection, research"
Research Associate - Ganitha-Ganaka,Abdul Latif Jameel Poverty Action Lab,Bengaluru,1-5 Yrs,2 weeks ago,PAL South Asia at the Institute for Financial Management and Research The position offe...,"data analysis, software, management skills, stata, social science, academic research, data collection, research"
Research Associate - Social Networks,Abdul Latif Jameel Poverty Action Lab,"Bhubaneswar, Bengaluru",1-6 Yrs,2 weeks ago,PAL South Asia at the Institute for Financial Management and Research . A Bachelors / ...,"python, data analysis, software, stata, networking, academic research, social science, data collection"
Research Associate - Social Networks,Abdul Latif Jameel Poverty Action Lab,Bengaluru,1-2 Yrs,2 weeks ago,"Willingness to quickly acquire new technical skills as per project requirements, such a...","python, data analysis, software, stata, networking, academic research, social science, data collection"
Research Associate - Demand For Cooling,Abdul Latif Jameel Poverty Action Lab,Mumbai,0-1 Yrs,2 weeks ago,Desire to learn and develop new skills . Bachelors / Masters degree in economics or rel...,"data management, data interpretation, stata, research analysis, academic research, data collection, research, qualtrics"
Mis Executive,Siri Tech Solutions,"Sanand, Jamshedpur, Mumbai (All Areas)",2-3 Yrs,3 weeks ago,MIS Infrastructure & Reporting Data Analysis & Quality System Optimization & Troublesho...,"MIS Reporting, MIS Preparation, MIS Operations, Reporting, MIS, Operations"
Mis Executive,Siri Tech Solutions,"Pune, Lucknow, Pantnagar",2-3 Yrs,3 weeks ago,MIS Infrastructure & Reporting Data Analysis & Quality System Optimization & Troublesho...,"MIS Reporting, MIS Preparation, MIS Operations, Reporting, Operations, MIS"
Mis Executive,Md Global Human Resource Consulting,"Ballabhgarh, Palwal, Faridabad",2-4 Yrs,2 weeks ago,"“Manage and optimize management information systems—design reports, analyze data, strea...","Advanced Ms Excel, VLOOKUP, Conditional Formatting, MIS Reporting, Excel Report Preparation, Microsoft, Excel, Excel Reporting"
MIS & Data Managament Executive,Bizdom Consulting - Recruitment HR Firm,Mumbai(Goregaon East),1-3 Yrs,2 weeks ago,"Maintain, validate, and update internal databases, Data Mining (Excel, Google sheets) G...","MIS Operations, VLOOKUP, Data Management, Pivot Table, Database Maintenance, Mis Excel, Database Management, Advanced Excel"
Mis Executive,Career Solutions,Sonipat(Bahalgarh),3-8 Yrs,2 weeks ago,mis executive with tally required at bahalgarh location Qualification- Any graduate Exp...,"MIS Operations, Management Information System, Excel Report Preparation, MIS Preparation, Tally Software, MIS Development, Tally ERP, Excel Sheet"
Mis Executive,SUPERCLOUD,Kanpur,0-2 Yrs,2 weeks ago,"Prepare daily, weekly, and monthly MIS reports. Analyze data and generate reports with ...","MIS Preparation, Advanced Excel, MIS Generation, MIS Reporting, Pivot Table, MIS Development, MIS Operations, Data Management"
Mis Executive,HERIJOBS,Surat(Varachha),1-6 Yrs,3 weeks ago,"MIS Executives are responsible for collecting, analyzing, and reporting on production-r...","Advanced Excel, HLOOKUP, MIS, VLOOKUP, Textile, MIS Operations, Conditional Formatting, Formulas"
Mis Executive,Autoplant Systems,Navi Mumbai,2-4 Yrs,3 weeks ago,Seeking a proactive MIS Executive (Navi Mumbai) for data-driven insights. Responsibilit...,"Pivot Table, Advanced Excel, MIS Reporting, Power Bi, Conditional Formatting, Reporting, Excel, Pivot"
Mis Executive,Ojb Herbals,Kolkata,3-5 Yrs,3 weeks ago,"Prepare, update & maintain MIS reports related to sales, salary etc. Manage data entry ...","Index Optimization, Advanced Excel, MIS Reporting, Pivot Table, Monthly Reports, MIS, VLOOKUP, MIS Operations"
MIS Executive,Prominent Consultant,Ahmedabad,5-10 Yrs,3 weeks ago,• Provide sales support and coordination • Manage customer relationships • Follow up on...,"Follow up, MIS, sales support, MIS Reporting, Reporting, Sales, Follow ups"
Mis Executive,Touchstone Services,Korba,1-6 Yrs,3+ weeks ago,"Required Advance Excel, knowledge of Vlookup, Hlookup, Piviot Table etc","Advanced Excel, Pivot Table, VLOOKUP, Formulas, MIS Reporting, Reporting, Excel, Pivot"
MIS Executive,Vacancy Factor,Jaipur,1-4 Yrs,3+ weeks ago,"The role involves preparing daily, weekly, and monthly reports, maintaining accurate da...","MIS Preparation, Excel Sheet, MIS Reporting, MIS Development, Monthly Reports, Countif, Daily Reports, MIS Operations"
Mis Executive,RM Global Consulting,Navi Mumbai,1-3 Yrs,3+ weeks ago,Position: MIS Executive (Male Candidates Only) Work Mode: Onsite Location: Navi Mumbai ...,"MIS Reporting, MIS Preparation, Report Generation, Advanced Excel, Excel Report Preparation, Reporting, Generation, Excel"
Mis Executive,Lakshya Recruitment & Hr Services,"Mohali, Chandigarh, Panchkula",1-3 Yrs,2 weeks ago,"Ability to understand business problems, identify opportunities of improvement and prov...","Excel, MIS, MIS Operations, Advanced Excel, Reporting, Report Generation, VLOOKUP, Formulas"
Mis Executive,Dove Soft,Mumbai Suburban,1-3 Yrs,2 weeks ago,"We are seeking a detail-oriented MIS Executive to manage and analyze data, generate rep...","MIS Reporting, Pivot Table, Power Bi, VLOOKUP, MIS Operations, Conditional Formatting, Advanced Excel, Dashboards"
Mis Executive,Swapnilindia Marketing India,Lucknow(Sushant Golf City),1-5 Yrs,3 weeks ago,"Data Management, Reporting & Analysis, Automation & Efficiency, Coordination & Support,...","Reporting, Data Management, Management, MIS, Data"
Hiring For - Research Associate,Extentia,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",0-2 Yrs,4 days ago,"BE / BTech, BSc, BCA, BBA, MBA in Research / Strategy, or marketing-related field (Shou...","People Profiling, company ProfilingCompany Profiling, Global & Regional Trend reports, Company, Reporting, Company profiling, Global, Profiling"
Axiom Developer,Capgemini,"Hybrid - Pune, Chennai, Bengaluru",4-9 Yrs,4 days ago,Experience working on large datasets and developing efficient query performance tuning ...,"AXIOM, Regulatory Reporting, SQL, Reporting, Development, Regulatory"
BRM Developer,Covalensedigital,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",10-15 Yrs,5 days ago,The ideal candidate should have hands-on BRM development experience and have led teleco...,"project management, oracle, c, software testing, configuration, gap analysis, system configuration, charging"
Servicemax Developer,Deloitte Consulting,"Hybrid - Hyderabad, Pune, Bengaluru",3-8 Yrs,6 days ago,"This person will collaborate and work closely with the DSS COE product, engineering, an...","Servicemax, Integration, Configuration, Customization, Timesheet, Contract Management, Configuring, Mapping"
Conga CLM Consultant,Leading Client,Karnataka,4-5 Yrs,5 days ago,"Implements and customizes Conga Contract Lifecycle Management solutions, automating con...","visualforce, triggers, apex, salesforce, data loader, css, project management, web services"
Process Associate - OTC,Genpact,Hyderabad,0-2 Yrs,5 days ago,Genpact (NYSE: G) is a global professional services and solutions firm delivering outco...,"joining formalities, accounts receivable, accounts payable, hr generalist activities, sap, law, employee relations, customer service"
Sr Data Scientist - Advanced Machine Learning,Target,Bengaluru,3-4 Yrs,2 days ago,"Bachelors / MS/PhD in Mathematics, Statistics, Computer Science, or other related field...","hive, python, sql, tensorflow, hadoop, kubernetes, algorithms, data analysis"
Associate,Wipro,Pune,0-3 Yrs,2 days ago,. Support process by managing transactions as per required quality standards .,"customer service, operational risk, technical support, process compliance, troubleshooting, project management, team management, workforce management"
Associate,Wipro,Mumbai,0-3 Yrs,2 days ago,. Support process by managing transactions as per required quality standards .,"customer service, technical support, process compliance, troubleshooting, operational excellence, project management, team management, workforce management"
Associate,Wipro,Pune,0-4 Yrs,2 days ago,. Support process by managing transactions as per required quality standards .,"retail banking, customer service, technical support, troubleshooting, operational excellence, project management, team management, workforce management"
Associate,Wipro,Mumbai,0-3 Yrs,2 days ago,. Support process by managing transactions as per required quality standards .,"customer service, technical support, process compliance, troubleshooting, operational excellence, project management, team management, workforce management"
Tableau Developer,Wipro,Hyderabad,3-5 Yrs,2 days ago,Ensure good quality of interaction with customer w.r.t,"Tableau, module development, Tableau Developer, software solutions, root cause analysis, Analysis, Root cause, Software"
Associate,Wipro,Gurugram,0-3 Yrs,2 days ago,"The purpose of the role is to resolve, maintain and manage clients software/ hardware/ ...","problem management, root cause analysis, incident management, digital transformation, itil, project management, operations management, team management"
Associate,Wipro,Mumbai,0-3 Yrs,2 days ago,. Support process by managing transactions as per required quality standards .,"customer service, technical support, hcm, troubleshooting, payroll, workforce management, problem management, change management"
Associate,Wipro,Mumbai,0-3 Yrs,2 days ago,. Support process by managing transactions as per required quality standards .,"inbound, customer service, technical support, troubleshooting, operational excellence, project management, workforce management, problem management"
Tableau Developer (1 year on Contract) - Only For Pune candidates,A Pune Based IT MNC,Hybrid - Pune,5-10 Yrs,2 days ago,Only for Pune candidates with Tableau Skill and experience. Role: Tableau Developer Req...,"Unix, PLSQL, Tableau, Unix Scripting, Unix Shell Scripting, Tableau Reporting, Plsql Development, Plsql Programming"
L&D consultant,IHG Hotels & Resorts,Gurugram,1-3 Yrs,4 days ago,Key Skills & Experiences . Education. . Associates degree or Bachelors degree in adult ...,"Publishing, Instructional design, Reconciliation, Wordpress, Training need analysis, Web designing, data privacy, Troubleshooting"
CRM Developer,Diverse Lynx,Noida,0-5 Yrs,4 days ago,"Experience as a Dynamics CRM DeveloperIntegration experience, Logic Apps, Azure Integra...","Interpersonal skills, GIT, Business analysis, Dynamics CRM, Debugging, Javascript, Agile, Workflow"
Data Scientist,Go Digital Technology Consulting,"Hybrid - Pune, Mumbai (All Areas)",3-5 Yrs,4 days ago,"Qualifications & Skills: . 3-5 years of experience in data science, preferably in energ...","Time Series Analysis, Data Scientist, Tensorflow, Arima, SARIMA, Pandas, Big Data, Numpy"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"bss, adm, root cause analysis, software development life cycle, telecom oss, software development, software testing, test cases"
Developer - L4,Wipro,Pune,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, test cases, root cause analysis, software development life cycle, networking, progress 4gl, product design"
Developer - L4,Wipro,Chennai,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, root cause analysis, software development life cycle, documentum, test cases, networking, progress 4gl"
Developer - L4,Wipro,Chennai,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"mainframes, software development, software testing, root cause analysis, software development life cycle, test cases, networking, progress 4gl"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tMandatory Skills: : Liferay Digit...,"software development, software testing, root cause analysis, software development life cycle, liferay, test cases, networking, progress 4gl"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"cloud integration, software testing, root cause analysis, software development life cycle, sap cloud, sap upgrade, software development, test cases"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, root cause analysis, software development life cycle, hadoop, test cases, networking, progress 4gl"
Developer - L4,Wipro,Pune,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, root cause analysis, software development life cycle, devops, test cases, networking, progress 4gl"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, root cause analysis, software development life cycle, ssis, test cases, networking, progress 4gl"
Developer - L4,Wipro,Chennai,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, root cause analysis, microstrategy, software development life cycle, test cases, networking, progress 4gl"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, root cause analysis, software development life cycle, aws, test cases, networking, progress 4gl"
Developer - L4,Wipro,Chennai,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, dataiku, root cause analysis, software development life cycle, python, test cases, progress 4gl"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software testing, oracle apps technical, root cause analysis, software development life cycle, oracle apps, software development, oracle, test cases"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, root cause analysis, software development life cycle, cloud azure, c#, test cases, microsoft azure"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software testing, root cause analysis, software development life cycle, system study, java, software development, test cases, networking"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"oracle, essbase, root cause analysis, software development life cycle, hyperion, software development, software testing, test cases"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, root cause analysis, software development life cycle, oracle soa suite, oracle, soa, test cases"
Associate,Wipro,Chennai,0-3 Yrs,5 days ago,. Support process by managing transactions as per required quality standards .,"retail banking, customer service, technical support, troubleshooting, operational excellence, workforce management, problem management, change management"
Developer - L4,Wipro,Visakhapatnam,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software testing, oracle apps technical, root cause analysis, software development life cycle, system study, software development, oracle, test cases"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,5+ years of hands-on experience with ServiceNow integrations. . Strong experience with ...,"rest, servicenow, xml, json, soap, workday, server configuration, cmdb"
Developer - L4,Wipro,Chennai,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, test cases, root cause analysis, software development life cycle, networking, progress 4gl, product design"
Developer - L4,Wipro,Chennai,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, liferay portal, root cause analysis, software development life cycle, jsp, test cases, progress 4gl"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, datastage, root cause analysis, software development life cycle, test cases, networking, progress 4gl"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"oracle, software development, software testing, root cause analysis, software development life cycle, test cases, networking, progress 4gl"
Developer - L4,Wipro,Chennai,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, root cause analysis, software development life cycle, devops, test cases, networking, progress 4gl"
Developer - L4,Wipro,Bengaluru,1-6 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.t,"software development, software testing, test cases, root cause analysis, software development life cycle, networking, progress 4gl, product design"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, root cause analysis, software development life cycle, scala programming, hive, css, scala"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"salesforce platform, software testing, platform development, root cause analysis, software development life cycle, visualforce, software development, test cases"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"field service, software testing, root cause analysis, salesforce, software development life cycle, software development, test cases, progress 4gl"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, root cause analysis, apex, software development life cycle, oracle, test cases, networking"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software testing, google, root cause analysis, software development life cycle, system study, software development, test cases, progress 4gl"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software testing, root cause analysis, software development life cycle, system study, java, software development, test cases, networking"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, root cause analysis, software development life cycle, system study, test cases, networking, progress 4gl"
Developer - L4,Wipro,Pune,1-6 Yrs,5 days ago,". Machine Learning : Understanding algorithms, data processing, and model training. . N...","python, natural language processing, deep learning, tensorflow, pytorch, algorithms, c++, data analysis"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"bed, software testing, root cause analysis, software development life cycle, system study, software development, test cases, networking"
Developer - L4,Wipro,Pune,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software testing, talend, root cause analysis, software development life cycle, system study, software development, test cases, progress 4gl"
Developer - L4,Wipro,Pune,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, root cause analysis, software development life cycle, system study, test cases, networking, progress 4gl"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software testing, root cause analysis, apex, software development life cycle, system study, software development, oracle, test cases"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software testing, oracle apps technical, root cause analysis, software development life cycle, system study, software development, oracle, test cases"
Developer - L4,Wipro,Pune,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software testing, root cause analysis, software development life cycle, system study, java, software development, test cases, networking"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"sybase, software testing, root cause analysis, software development life cycle, system study, software development, test cases, progress 4gl"
Associate,Wipro,Mumbai,0-3 Yrs,5 days ago,. Support process by managing transactions as per required quality standards .,"customer service, technical support, process compliance, hcm, wfm, project management, team management, workforce management"
Associate,Wipro,Mumbai,0-3 Yrs,5 days ago,. Support process by managing transactions as per required quality standards .,"customer service, technical support, process compliance, hcm, payroll, project management, team management, workforce management"
Developer - L4,Wipro,Pune,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"mainframes, software development, software testing, root cause analysis, software development life cycle, test cases, networking, progress 4gl"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, aem, root cause analysis, software development life cycle, test cases, networking, progress 4gl"
STIBO Developer,Wipro,Hyderabad,3-5 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 3-5 Years,"software development, software testing, test cases, root cause analysis, software development life cycle, networking, progress 4gl, product design"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"bed, software development, software testing, root cause analysis, software development life cycle, test cases, networking, progress 4gl"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, test cases, root cause analysis, software development life cycle, networking, progress 4gl, product design"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"sybase, software development, software testing, root cause analysis, software development life cycle, test cases, networking, progress 4gl"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, root cause analysis, unix system, software development life cycle, c++, python, socket programming"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, root cause analysis, software development life cycle, network operations, test cases, networking, progress 4gl"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"sw, software development life cycle, 5g, modem, telecom, switching, software development, software testing"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, root cause analysis, software development life cycle, informatica, test cases, networking, progress 4gl"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, root cause analysis, apex, software development life cycle, continuous integration, oracle, test cases"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software development, software testing, root cause analysis, software development life cycle, sap basis, continuous integration, test cases, progress 4gl"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"ab initio, software development, software testing, root cause analysis, software development life cycle, test cases, networking, progress 4gl"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, oracle apps technical, root cause analysis, software development life cycle, oracle, test cases, progress 4gl"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"software testing, root cause analysis, software development life cycle, servicenow, saas, continuous integration, software development, test cases"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, oracle apps technical, root cause analysis, software development life cycle, continuous integration, oracle, test cases"
Developer - L4,Wipro,Bengaluru,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, root cause analysis, software development life cycle, java, test cases, networking, progress 4gl"
Developer - L4,Wipro,Pune,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software testing, root cause analysis, software development life cycle, servicenow, devops, software development, test cases, networking"
Developer - L4,Wipro,Visakhapatnam,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. .,"software development, software testing, oracle apps technical, root cause analysis, software development life cycle, oracle, test cases, progress 4gl"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years,"oracle, essbase, root cause analysis, software development life cycle, hyperion, software development, software testing, test cases"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.t,"software testing, oracle fusion, root cause analysis, software development life cycle, finance, continuous integration, software development, oracle"
Developer - L4,Wipro,Gurugram,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.tExperience: 5-8 Years. . .,"software development, hybris, software testing, root cause analysis, software development life cycle, test cases, networking, progress 4gl"
Developer - L4,Wipro,Visakhapatnam,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.t,"software testing, oracle fusion, root cause analysis, software development life cycle, hcm, continuous integration, software development, oracle"
Developer - L4,Wipro,Hyderabad,5-8 Yrs,5 days ago,Ensure good quality of interaction with customer w.r.t,"software development, software testing, root cause analysis, instructional design, software development life cycle, test cases, progress 4gl, product design"
IMS Reporting Specialist I,Syneos Health,Hyderabad,1-3 Yrs,5 days ago,Preferably focus on clinical research experience since business is more focused on clin...,"Payment data, Reporting, reconcilliation, Data, Reconciliation, IMS, Payments"
UKG Developer,Pearce Services Global,"Hybrid - Mohali, Gurugram",5-8 Yrs,5 days ago,Minimum 5 years of experience as a UKG / UltiPro developer or similar HRIS development ...,"Custom Reports & Dashboards, HRIS Configuration, HRIS Developer, Workflow Automation, Time & Attendance, Stakeholder Engagement, Hris Systems, Data Compliance"
Mis Coordinator - Mumbai (Goregaon)- Immediate Joiner,Mumbai Rozgar Pvt Ltd,"Mumbai Suburban, Goregaon, Mumbai (All Areas)",1-3 Yrs,5 days ago,Preferred candidate profile . - person should be from insurance industry OR at least sh...,"Good English Communication, MIS, Business Rule Engine, BRE, Coordination, Insurance, Rules, English"
Essbase Developer,EnormousIT,Remote,4-6 Yrs,5 days ago,"This role focuses on operational support, process documentation, and clear diagrams of...","Essbase Cube Development, Essbase Scripting, Financial Planning And Analysis, SOP, FPA, Block Storage Option, Aggregate Storage Option, Aggregate"
